accession,eggnogID,number_of_unique_peptides,number_of_peptides,total_PSMs,ctrl_abundance,exp_abundance,mean_abundance,abundance_fc,abundance_log2fc,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,XL_ID,XL_ID_source,XENLA_XenBase_GeneNames,XENLA_GenBank_Description,HUMAN_UniProtID,HUMAN_GeneNames_Primary,HUMAN_GeneNames_Synonyms,eggNOG_annotation,bait
ENOG411CSSA,ENOG411CSSA,2,2,4,2638331.125,1843507.875,2240919.5,-1.4311471953977957,-0.5171720628049103,1,3,1.9674267100977199,0.9763098939548995,0.9862276347740007,161611661,GenBank,NA,Echdc3 protein [Xenopus laevis],Q96DC8,ECHDC3,NA,Enoyl CoA hydratase domain containing 3,dnai2
ENOG411CQUN,ENOG411CQUN,2,2,4,941722.890625,2092310.84375,1517016.8671875,2.2217903637888434,1.1517226981895892,1,3,1.9674267100977199,0.9763098939548995,0.9862276347740007,"148227774, 3068759, Xelaev18036728m.g, Xelaev18000914m.g, Xelaev18019318m.g","GenBank, Xenbase_9.1","chd4.S, chd3.S, chd3.L","chromodomain helicase DNA binding protein 4 [Xenopus laevis], Mi-2 [Xenopus laevis], NA","Q14839, Q12873","CHD4, CHD3",NA,Chromodomain helicase DNA binding protein,dnai2
ENOG411CZY6,ENOG411CZY6,25,26,105,341735109.986328,543736011.132813,442735560.5595705,1.5911037386663798,0.6700279012757911,47,58,1.2091476655808904,0.27399044259558464,0.9854584770949147,"147903625, 148222432, 38051919",GenBank,NA,"uncharacterized protein LOC398959 [Xenopus laevis], chaperonin containing TCP1, subunit 4 (delta) [Xenopus laevis], LOC398959 protein [Xenopus laevis]",P50991,CCT4,CCTD SRB,"chaperonin containing TCP1, subunit 4 (delta)",dnai2
ENOG411CRH0,ENOG411CRH0,25,25,73,66045138.1484375,104177190.703125,85111164.42578125,1.5773635065912817,0.6575151704163453,32,41,1.2519988155167308,0.3242331973752063,0.9804438951803434,"34785887, Xelaev18026157m.g, Xelaev18028741m.g","GenBank, Xenbase_9.1","lrpprc.L, lrpprc.S","LOC398720 protein [Xenopus laevis], NA",P42704,LRPPRC,LRP130,leucine-rich pentatricopeptide repeat containing,dnai2
ENOG411CUPZ,ENOG411CUPZ,13,13,34,14163778.9375,32680524.015625,23422151.4765625,2.3073308443906937,1.2062248845323604,14,20,1.377198697068404,0.46173672112514147,0.9803941972167224,"148224016, Xelaev18008065m.g","GenBank, Xenbase_9.1",ttc37.L,"tetratricopeptide repeat protein 37 [Xenopus laevis], NA",Q6PGP7,TTC37,KIAA0372,Tetratricopeptide repeat domain 37,dnai2
ENOG411CPZ6,ENOG411CPZ6,4,4,9,2892763.26953125,4498268.54296875,3695515.90625,1.5550074872520279,0.6369215268480742,3,6,1.721498371335505,0.7836648160125037,0.9770506825627818,"148235417, 148237715, Xelaev18025928m.g","GenBank, Xenbase_9.1",arih2.S,"uncharacterized protein LOC399027 [Xenopus laevis], ariadne homolog 2 [Xenopus laevis], NA",O95376,ARIH2,ARI2 TRIAD1,ariadne homolog 2 (Drosophila),dnai2
ENOG411CQQW,ENOG411CQQW,2,2,9,2744589.921875,5303216.9375,4023903.4296875,1.9322438282062344,0.9502771581220646,3,6,1.721498371335505,0.7836648160125037,0.9770506825627818,147899029,GenBank,NA,acyl-CoA thioesterase 9 [Xenopus laevis],Q9Y305,ACOT9,NA,Acyl-CoA thioesterase 9,dnai2
ENOG411CWTU,ENOG411CWTU,5,5,9,3465841,3413520.80078125,3439680.900390625,-1.015327341555023,-0.021944927314461918,3,6,1.721498371335505,0.7836648160125037,0.9770506825627818,"189442240, Xelaev18027789m.g, Xelaev18042117m.g, Xelaev18029864m.g, Xelaev18038796m.g","GenBank, Xenbase_9.1","acsl3.L, acsl4.S, acsl3.S, acsl4.L","LOC100174803 protein [Xenopus laevis], NA","O95573, O60488","ACSL3, ACSL4","ACS3 FACL3 LACS3, ACS4 FACL4 LACS4",Acyl-CoA synthetase long-chain family member,dnai2
ENOG411CQF2,ENOG411CQF2,4,4,9,5227872.7734375,5106647,5167259.88671875,-1.0237388199022763,-0.03384769649669578,3,6,1.721498371335505,0.7836648160125037,0.9770506825627818,"147903082, Xelaev18046289m.g, Xelaev18046282m.g","GenBank, Xenbase_9.1","Xelaev18046289m.g, Xelaev18046282m.g","vesicle-associated membrane protein-associated protein B/C [Xenopus laevis], NA",O95292,VAPB,NA,VAMP (vesicle-associated membrane protein)-associated protein B and C,dnai2
ENOG411DFIZ,ENOG411DFIZ,4,4,9,1352276.84375,2066934.234375,1709605.5390625,1.5284845288359616,0.612101949487169,3,6,1.721498371335505,0.7836648160125037,0.9770506825627818,"147904846, 313661168, Xelaev18020945m.g, Xelaev18017810m.g","GenBank, Xenbase_9.1","kiaa1324l.S, kiaa1324l.L","UPF0577 protein KIAA1324-like homolog precursor [Xenopus laevis], estrogen-induced gene 121-like protein [Xenopus laevis], NA",NA,NA,NA,KIAA1324-like,dnai2
ENOG411CY52,ENOG411CY52,5,5,16,6465144.328125,13110230.3125,9787687.3203125,2.0278325814734264,1.0199385478795548,6,10,1.545835272219637,0.6283865905345926,0.9679070985949105,"147902718, Xelaev18015572m.g","GenBank, Xenbase_9.1",gtpbp6.S,"putative GTP-binding protein 6 [Xenopus laevis], NA",O43824,GTPBP6,PGPL,GTP binding protein 6,dnai2
ENOG411CUZ0,ENOG411CUZ0,8,8,25,37669737.109375,78412008.625,58040872.8671875,2.0815650610284013,1.0576686518031988,10,15,1.4308557891619778,0.516878275317602,0.9587959158305138,Xelaev18002193m.g,Xenbase_9.1,tufm.S,NA,P49411,TUFM,NA,This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity),dnai2
ENOG411CPEW,ENOG411CPEW,9,9,25,26508661.732421897,48660208.53125,37584435.13183595,1.8356342927615714,0.8762786641045562,10,15,1.4308557891619778,0.516878275317602,0.9587959158305138,"114108131, 148225841",GenBank,NA,"MGC154791 protein [Xenopus laevis], uncharacterized protein LOC432270 [Xenopus laevis]",Q02978,SLC25A11,SLC20A4,solute carrier family 25 (mitochondrial carrier),dnai2
ENOG411CWS7,ENOG411CWS7,22,22,96,435825312.921875,716272982.5625,576049147.7421875,1.643486418355185,0.7167595341471041,43,53,1.207284572105419,0.2717657774810709,0.9362550048795405,"120577581, 147904655, 148227920, 27769226, 28277344, Xelaev18008749m.g, Xelaev18004907m.g","GenBank, Xenbase_9.1","cct7.S, cct7.L","Unknown (protein for IMAGE:8331814) [Xenopus laevis], uncharacterized protein LOC495278 [Xenopus laevis], chaperonin containing TCP1, subunit 7 [Xenopus laevis], LOC495278 protein [Xenopus laevis], Cct7-prov protein [Xenopus laevis], NA",Q99832,CCT7,CCTH NIP7-1,"Chaperonin containing TCP1, subunit 7 (Eta)",dnai2
ENOG411CZDC,ENOG411CZDC,21,21,64,57616326.40625,73256326.18359381,65436326.294921905,1.2714508326523095,0.34647567369913396,28,36,1.255082556441649,0.32778226445627734,0.931647247196304,"108935850, 147898891, 1753193, Xelaev18025893m.g","GenBank, Xenbase_9.1",mcm2.S,"RecName: Full=DNA replication licensing factor mcm2; AltName: Full=BM28-homolog; AltName: Full=Minichromosome maintenance protein 2; Short=xMCM2; AltName: Full=p112, DNA replication licensing factor mcm2 [Xenopus laevis], xMCM2 [Xenopus laevis], NA",P49736,MCM2,BM28 CCNL1 CDCL1 KIAA0030,Minichromosome maintenance complex component 2,dnai2
ENOG411CPM6,ENOG411CPM6,6,6,18,5805619.828125,8941726.875,7373673.3515625,1.540184707183599,0.6231033769971471,7,11,1.4755700325732901,0.5612723946760559,0.9082157742862715,"47124949, 76779473, Xelaev18039428m.g, Xelaev18042597m.g","GenBank, Xenbase_9.1","timm50.L, timm50.S","LOC431826 protein [Xenopus laevis], Unknown (protein for IMAGE:7394490) [Xenopus laevis], NA",Q3ZCQ8,TIMM50,TIM50,Translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae),dnai2
ENOG411CWBH,ENOG411CWBH,8,8,18,8200693.1640625,14605244.5625,11402968.86328125,1.7809768357757678,0.8326687521898093,7,11,1.4755700325732901,0.5612723946760559,0.9082157742862715,"126631432, 147905570, 67678082, Xelaev18042639m.g, Xelaev18040034m.g, Xelaev18026612m.g, Xelaev18028863m.g","GenBank, Xenbase_9.1","sec23a.S, sec23a.L, sec23b.L, sec23b.S","Unknown (protein for IMAGE:6939089) [Xenopus laevis], Sec23 homolog B [Xenopus laevis], LOC779038 protein [Xenopus laevis], NA","Q15436, Q15437","SEC23A, SEC23B",NA,S. cerevisiae,dnai2
ENOG411DGE5,ENOG411DGE5,6,6,18,28971906.53125,43403368.9375,36187637.734375,1.498119182825741,0.583152401922135,7,11,1.4755700325732901,0.5612723946760559,0.9082157742862715,"148233326, Xelaev18017497m.g","GenBank, Xenbase_9.1",amdhd1.L,"probable imidazolonepropionase [Xenopus laevis], NA",Q96NU7,AMDHD1,NA,amidohydrolase domain containing 1,dnai2
ENOG411CR9I,ENOG411CR9I,36,36,125,225091461.265625,274289028.197266,249690244.7314455,1.2185670067403584,0.2851855843678704,57,68,1.1702796810064025,0.2268533556054966,0.886904991860659,"148234611, Xelaev18002590m.g, Xelaev18019539m.g","GenBank, Xenbase_9.1","acad9.S, acadvl.L","acyl-CoA dehydrogenase family, member 9 [Xenopus laevis], NA","P49748, Q9H845","ACADVL, ACAD9","VLCAD, NA",acyl-CoA dehydrogenase,dnai2
ENOG411CU2K,ENOG411CU2K,12,12,29,14858868.328125,25235792.1875,20047330.2578125,1.6983656918026162,0.7641471331822625,12,17,1.3620646454522676,0.44579517725611967,0.8833989036667468,Xelaev18016912m.g,Xenbase_9.1,gemin5.L,NA,Q8TEQ6,GEMIN5,NA,gem (nuclear organelle) associated protein 5,dnai2
ENOG411CVID,ENOG411CVID,4,4,11,974686.75,2004480.4609375,1489583.60546875,2.056538124620551,1.0402178171294105,4,7,1.5739413680781758,0.654381799067537,0.8782196729638821,148224361,GenBank,NA,translocase of inner mitochondrial membrane 44 [Xenopus laevis],O43615,TIMM44,MIMT44 TIM44,Translocase of inner mitochondrial membrane 44 homolog (Yeast),dnai2
ENOG411CZ3H,ENOG411CZ3H,6,6,11,13455025.3125,9243566.880859379,11349296.09667969,-1.4556096673418648,-0.5416235378942044,4,7,1.5739413680781758,0.654381799067537,0.8782196729638821,"Xelaev18042855m.g, Xelaev18040748m.g, Xelaev18003316m.g",Xenbase_9.1,None,NA,O00303,EIF3F,EIF3S5,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation (By similarity)",dnai2
ENOG411CTMQ,ENOG411CTMQ,4,4,11,3272732.5625,2129767.96875,2701250.265625,-1.5366615568083817,-0.6197994525498579,4,7,1.5739413680781758,0.654381799067537,0.8782196729638821,"Xelaev18010836m.g, Xelaev18008093m.g",Xenbase_9.1,"rasa1.S, rasa1.L",NA,P20936,RASA1,GAP RASA,RAS p21 protein activator (GTPase activating protein) 1,dnai2
ENOG411CW3G,ENOG411CW3G,6,6,11,6905455.78125,11077719.9375,8991587.859375,1.6041982294027162,0.681852425400124,4,7,1.5739413680781758,0.654381799067537,0.8782196729638821,"111185516, 349585432",GenBank,NA,"Eif2b3 protein [Xenopus laevis], eukaryotic translation initiation factor 2B, subunit 3 gamma [Xenopus laevis]",Q9NR50,EIF2B3,NA,"Eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa",dnai2
ENOG411CVXP,ENOG411CVXP,6,6,11,1939499.921875,2727470.203125,2333485.0625,1.4062749744729222,0.49187871782534964,4,7,1.5739413680781758,0.654381799067537,0.8782196729638821,"147906799, 148223649, 148227896, 148231603, 66910774, Xelaev18044062m.g, Xelaev18047789m.g, Xelaev18046704m.g, Xelaev18045557m.g","GenBank, Xenbase_9.1","llgl2.L, llgl1.S, llgl2.S, llgl1.L","lethal giant larvae homolog 1 [Xenopus laevis], MGC80416 protein [Xenopus laevis], lethal giant larvae homolog 2 [Xenopus laevis], lethal giant larvae [Xenopus laevis], NA","Q15334, Q6P1M3","LLGL1, LLGL2","DLG4 HUGL HUGL1, NA",Lethal giant larvae homolog,dnai2
ENOG411CS7N,ENOG411CS7N,14,14,42,66689041.609375104,112569023.15625,89629032.38281256,1.687968824257704,0.7552882586042489,18,24,1.2943596776958683,0.37223857028603874,0.870777952824462,"147904152, 148234316, Xelaev18008676m.g, Xelaev18041787m.g","GenBank, Xenbase_9.1","idh3b.S, idh3g.S","isocitrate dehydrogenase 3 (NAD+) gamma [Xenopus laevis], isocitrate dehydrogenase 3 (NAD+) beta [Xenopus laevis], NA","P51553, O43837","IDH3G, IDH3B",NA,Isocitrate dehydrogenase 3 (NAD),dnai2
ENOG411CZFK,ENOG411CZFK,35,35,72,48004993.511718795,54859968.7109375,51432481.11132815,1.1427971279184799,0.19256931560553217,32,40,1.2221893199091896,0.2894677792145297,0.8697466553006812,"Xelaev18041192m.g, Xelaev18039698m.g",Xenbase_9.1,"dync1h1.S, dync1h1.L",NA,Q14204,DYNC1H1,DHC1 DNCH1 DNCL DNECL DYHC KIAA0325,"dynein, cytoplasmic 1, heavy chain 1",dnai2
ENOG411CW29,ENOG411CW29,8,8,20,10001748.94921875,13000328.40625,11501038.677734375,1.2998055112416587,0.37829577020897104,8,12,1.420919290626131,0.5068246106536793,0.8574955482680781,Xelaev18001856m.g,Xenbase_9.1,atg7.L,NA,O95352,ATG7,APG7L,autophagy related 7,dnai2
ENOG411CRFD,ENOG411CRFD,12,12,46,94542757.328125,117697707.515625,106120232.421875,1.2449151139852757,0.31604737377320613,20,26,1.2647743136342484,0.33887997333960773,0.8266488898620208,"111598535, 147899436, 147907116, 148230593, 1708482, 1708484, Xelaev18045061m.g","GenBank, Xenbase_9.1",kpna7.L,"LOC398027 protein [Xenopus laevis], karyopherin alpha 2 (RAG cohort 1, importin alpha 1) [Xenopus laevis], importin subunit alpha-1 [Xenopus laevis], karyopherin alpha-2 subunit like [Xenopus laevis], RecName: Full=Importin subunit alpha-1; AltName: Full=Karyopherin subunit alpha-1, RecName: Full=Importin subunit alpha-2; AltName: Full=Karyopherin subunit alpha-2, NA","P52292, A9QM74","KPNA2, KPNA7","RCH1 SRP1, NA","Karyopherin alpha 2 (RAG cohort 1, importin alpha 1)",dnai2
ENOG411D1DH,ENOG411D1DH,7,7,22,21356421.5234375,21378355.7578125,21367388.640625,1.0010270556961487,0.0014809677714733443,9,13,1.377198697068404,0.46173672112514147,0.8136674908071245,"148231492, 148235883, Xelaev18039093m.g","GenBank, Xenbase_9.1",tbcb.L,"tubulin folding cofactor B [Xenopus laevis], uncharacterized protein LOC414650 [Xenopus laevis], NA",Q99426,TBCB,CG22 CKAP1,tubulin folding cofactor B,dnai2
ENOG411CWDC,ENOG411CWDC,15,15,48,61378365.4902344,108468665.11621091,84923515.30322266,1.7672133210107852,0.8214761986834664,21,27,1.2519988155167308,0.3242331973752063,0.8065963280846614,"148228072, 148230444, Xelaev18034350m.g","GenBank, Xenbase_9.1",phb2.L,"MGC84728 protein [Xenopus laevis], prohibitin 2 [Xenopus laevis], NA",Q99623,PHB2,BAP REA,prohibitin 2,dnai2
ENOG411D0JS,ENOG411D0JS,6,6,13,10205694.8359375,15974608.234375,13090151.53515625,1.5652641482207874,0.6464061416122715,5,8,1.47557003257329,0.5612723946760556,0.8027335292599369,"147900772, 148231444, Xelaev18001214m.g","GenBank, Xenbase_9.1",nans.S,"N-acetylneuraminic acid synthase [Xenopus laevis], uncharacterized protein LOC432051 [Xenopus laevis], NA",Q9NR45,NANS,SAS,N-acetylneuraminic acid synthase,dnai2
ENOG411DFDF,ENOG411DFDF,5,5,13,11519122.8984375,10565654.4296875,11042388.6640625,-1.0902422538135388,-0.12464874008749052,5,8,1.47557003257329,0.5612723946760556,0.8027335292599369,Xelaev18007012m.g,Xenbase_9.1,ipo4.L,NA,NA,NA,NA,Importin 4,dnai2
ENOG411D28K,ENOG411D28K,5,5,13,7232355.2734375,9770761.6328125,8501558.453125,1.3509792126360116,0.43400547624933916,5,8,1.47557003257329,0.5612723946760556,0.8027335292599369,"148223225, Xelaev18008300m.g, Xelaev18010968m.g","GenBank, Xenbase_9.1","ndufs4.L, ndufs4.S","NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase) [Xenopus laevis], NA",O43181,NDUFS4,NA,"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)",dnai2
ENOG411CZ9P,ENOG411CZ9P,2,2,6,327842.515625,793014.21875,560428.3671875,2.4188876700088615,1.2743437739958123,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"148229076, Xelaev18013200m.g","GenBank, Xenbase_9.1",dis3.L,"DIS3 mitotic control homolog [Xenopus laevis], NA",Q9Y2L1,DIS3,KIAA1008 RRP44,DIS3 mitotic control homolog (S. cerevisiae),dnai2
ENOG411CX0G,ENOG411CX0G,4,4,6,3138345.375,1813055.625,2475700.5,-1.7309702646326695,-0.7915809416684719,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"161612009, Xelaev18008139m.g","GenBank, Xenbase_9.1",mrps27.L,"LOC100127333 protein [Xenopus laevis], NA",Q92552,MRPS27,KIAA0264,Mitochondrial ribosomal protein S27,dnai2
ENOG411CPYI,ENOG411CPYI,2,2,6,5377966.09375,10142267.75,7760116.921875,1.885892840006342,0.9152477016844528,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"148225959, 148232696",GenBank,NA,"uncharacterized protein LOC432221 [Xenopus laevis], Vps20-associated 1 homolog [Xenopus laevis]",Q9NP79,VTA1,C6orf55,Vps20-associated 1 homolog (S. cerevisiae),dnai2
ENOG411CYD2,ENOG411CYD2,3,3,6,1410895.3125,3306089.03125,2358492.171875,2.3432560884987703,1.228514631289366,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"120537950, 148222753, Xelaev18015878m.g, Xelaev18013381m.g","GenBank, Xenbase_9.1","pan2.S, pan2.L","LOC100036851 protein [Xenopus laevis], PAN2 poly(A) specific ribonuclease subunit homolog [Xenopus laevis], NA",Q504Q3,PAN2,KIAA0710 USP52,PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae),dnai2
ENOG411CQI7,ENOG411CQI7,3,3,6,516503.8828125,1893447.703125,1204975.79296875,3.6658924862571745,1.8741644749617825,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"147900632, Xelaev18042288m.g, Xelaev18038957m.g","GenBank, Xenbase_9.1","nsdhl.S, nsdhl.L","NAD(P) dependent steroid dehydrogenase-like [Xenopus laevis], NA",Q15738,NSDHL,H105E3,NAD(P) dependent steroid dehydrogenase-like,dnai2
ENOG411CPQH,ENOG411CPQH,3,3,6,1393014.53515625,995414.734375,1194214.634765625,-1.3994312993878824,-0.4848406641418304,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"147899760, 147900029, Xelaev18007536m.g, Xelaev18001298m.g","GenBank, Xenbase_9.1","prodh.L, prodh2.1.L","proline dehydrogenase (oxidase) 1 [Xenopus laevis], probable proline dehydrogenase 2 [Xenopus laevis], NA","Q9UF12, O43272","PRODH2, PRODH","HSPOX1 HYPDH, PIG6 POX2 PRODH2",proline dehydrogenase (oxidase),dnai2
ENOG411CYYG,ENOG411CYYG,3,3,6,1416632.7421875,1978183.796875,1697408.26953125,1.3963984722112086,0.4817106835626577,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"Xelaev18025004m.g, Xelaev18022820m.g",Xenbase_9.1,"sf3b3.S, sf3b3.L",NA,Q15393,SF3B3,KIAA0017 SAP130,"Splicing factor 3b, subunit 3, 130kDa",dnai2
ENOG411CWXR,ENOG411CWXR,4,4,6,685038.53125,1888464.234375,1286751.3828125,2.7567270280827727,1.4629564183352302,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"Xelaev18042479m.g, Xelaev18039227m.g",Xenbase_9.1,"gnl1.S, gnl1.L",NA,P36915,GNL1,HSR1,Guanine nucleotide binding protein-like 1,dnai2
ENOG411CTG1,ENOG411CTG1,2,2,6,2869492.625,2305408.4375,2587450.53125,-1.2446786340869371,-0.3157732982314491,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,148227698,GenBank,NA,SUMO-activating enzyme subunit 1 [Xenopus laevis],Q9UBE0,SAE1,AOS1 SUA1 UBLE1A,SUMO-1 activating enzyme subunit 1,dnai2
ENOG411DEXH,ENOG411DEXH,2,3,6,1575040.296875,1356377.484375,1465708.890625,-1.161210883414772,-0.21562999875731792,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"147902226, 148224502, Xelaev18001535m.g, Xelaev18004559m.g","GenBank, Xenbase_9.1","fus.L, fus.S","fused in sarcoma [Xenopus laevis], MGC84691 protein [Xenopus laevis], NA",NA,NA,NA,fused in sarcoma,dnai2
ENOG411D4B6,ENOG411D4B6,2,2,6,14551982.75,15427687.75,14989835.25,1.0601777101474368,0.08430611390121256,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"148222741, 284447300",GenBank,NA,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4 b [Xenopus laevis], NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4 a [Xenopus laevis]",Q9NRX3,NDUFA4L2,NA,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2",dnai2
ENOG411CPZM,ENOG411CPZM,2,2,6,2054277.84375,2175065.5,2114671.671875,1.058798110789876,0.08242752575204228,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"147898383, 147898881, 147901217, 148229234, Xelaev18036990m.g","GenBank, Xenbase_9.1",vps26a.S,"vacuolar protein sorting-associated protein 26B-A [Xenopus laevis], vacuolar protein sorting-associated protein 26B-B [Xenopus laevis], vacuolar protein sorting-associated protein 26A-B [Xenopus laevis], vacuolar protein sorting-associated protein 26A-A [Xenopus laevis], NA","O75436, Q4G0F5","VPS26A, VPS26B","VPS26, NA",Vacuolar protein sorting 26 homolog,dnai2
ENOG411CY68,ENOG411CY68,3,3,6,5992109.28125,4838205.625,5415157.453125,-1.2384982668548734,-0.30859184968913783,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"67678259, Xelaev18011539m.g","GenBank, Xenbase_9.1",mrpl39.L,"LOC733275 protein [Xenopus laevis], NA",Q9NYK5,MRPL39,C21orf92 MRPL5 RPML5,Mitochondrial ribosomal protein L39,dnai2
ENOG411D1CM,ENOG411D1CM,3,3,6,903477.796875,2098938.96875,1501208.3828125,2.323177145038792,1.216099165565196,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"148229557, Xelaev18006654m.g","GenBank, Xenbase_9.1",srp72.L,"signal recognition particle 72kDa [Xenopus laevis], NA",O76094,SRP72,NA,Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane (By similarity),dnai2
ENOG411CS0Y,ENOG411CS0Y,3,3,6,468274.4375,2506536.375,1487405.40625,5.352708100791856,2.4202689803154644,2,4,1.6395222584147666,0.7132754881211057,0.797715257795012,"12718857, 1333647, 1381671, 147906869, 148224335, 148226017, 148231259, 19338696, 19338700, 57921048, Xelaev18016154m.g, Xelaev18013701m.g, Xelaev18009255m.g, Xelaev18005523m.g","GenBank, Xenbase_9.1","smad9.S, smad9.L, smad1.S, smad1.L","Smad protein [Xenopus laevis], Mad1 [Xenopus laevis], mothers against DPP [Xenopus laevis], SMAD family member 1 [Xenopus laevis], SMAD family member 9 [Xenopus laevis], Smad8C protein [Xenopus laevis], Smad8A [Xenopus laevis], Smad8C [Xenopus laevis], MADH1 protein [Xenopus laevis], NA","Q99717, Q15797, O15198","SMAD5, SMAD1, SMAD9","MADH5, BSP1 MADH1 MADR1, MADH6 MADH9 SMAD8",SMAD family member,dnai2
